shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
SHP0001,35.7548319303047,139.818019866943,89
SHP0001,35.7548428142272,139.818100333214,90
SHP0001,35.7549081177624,139.818583130836,91
SHP0001,35.7549415888347,139.818837697681,92
SHP0001,35.7549415888347,139.818837697681,93
SHP0001,35.7549712445131,139.81906324625,94
SHP0001,35.7550213105568,139.819478988647,95
SHP0001,35.7550300176948,139.819548726082,96
SHP0001,35.7550650573688,139.81979174239,97
SHP0001,35.7550650573688,139.81979174239,98
SHP0001,35.7551062051526,139.820077121258,99
SHP0001,35.7551519176272,139.820069074631,100
SHP0001,35.7553108228962,139.820052981377,101
SHP0001,35.7554283692596,139.820039570332,102
SHP0001,35.7556264344567,139.820026159286,103
SHP0001,35.7556503764036,139.820181727409,104
SHP0001,35.7556786714317,139.820586740971,105
SHP0001,35.7554283692596,139.82061624527,106
SHP0001,35.7551606247653,139.820648431778,107
SHP0001,35.7551736854723,139.820750355721,108
SHP0001,35.7551889229638,139.820881783962,109
SHP0001,35.7551976301019,139.820959568024,110
SHP0001,35.7552803479131,139.821646213531,111
SHP0001,35.7552803479131,139.821646213531,112
SHP0001,35.7553282371723,139.822037816048,113
SHP0001,35.7553848335695,139.822448194027,114
SHP0001,35.7554218389061,139.822735190392,115
SHP0001,35.7554283692596,139.822786152363,116
SHP0001,35.7554414285034,139.822890758514,117
SHP0001,35.7554544877472,139.822998046875,118
SHP0001,35.7554806062347,139.823212623596,119
SHP0001,35.7555219605066,139.823357462883,120
SHP0001,35.7558244996537,139.823395013809,121
SHP0001,35.7560116821476,139.823429882526,122
SHP0001,35.7561683930728,139.823456704617,123
SHP0001,35.756374587875,139.823494167982,124
SHP0001,35.756374587875,139.823494167982,125
SHP0001,35.7565079334105,139.823518395424,126
SHP0001,35.7573894323644,139.823679327965,127
SHP0001,35.7580576303369,139.823770523071,128
SHP0001,35.7583340509965,139.823818802834,129
SHP0001,35.7586583555499,139.823861718178,130
SHP0001,35.7592307857347,139.82393682003,131
SHP0001,35.7594310274724,139.82396364212,132
SHP0001,35.759905513329,139.824028015137,133
SHP0001,35.7602407005856,139.824070930481,134
SHP0001,35.7604670608108,139.824103116989,135
SHP0001,35.7606847148734,139.824135303497,136
SHP0001,35.7609241343424,139.824170172215,137
SHP0001,35.7614356213897,139.824234545231,138
SHP0001,35.7616576285336,139.824191629887,139
SHP0001,35.761877459137,139.824146032333,140
SHP0001,35.7622605302873,139.824089705944,141
SHP0001,35.762203940231,139.82358276844,142
SHP0001,35.7622126463935,139.823491573334,143
SHP0001,35.762186527906,139.823336005211,144
SHP0001,35.7621770559501,139.823305364784,145
